timestamp,vehicle_id,lat,lon,speed,edge,vehicle_count
1744175323.193481,truck305,28.62516691922505,77.2324455670101,0.0,712992080#5,5
1744175323.193481,truck251,28.596379758181154,77.20602932572613,0.0001125894563748956,28211393#6,24
1744175323.193481,veh569,28.606269361755896,77.21831424728113,17.228380714038234,563679834#5,1
1744175323.193481,veh570,28.616853134384794,77.22424385878125,15.583358748432698,712992071#0,8
1744175323.193481,motorcycle307,28.588937151324316,77.2470402055095,0.0,1123830785#1,2
1744175323.193481,truck307,28.60708125844896,77.23969705869892,0.0,1187268467#0,7
1744175323.193481,veh686,28.60106941853866,77.20459552809763,18.832517155961156,27422252#3,1
1744175323.193481,motorcycle231,28.606828111645456,77.23924773728365,0.0,1187268475#3,10
1744175323.193481,truck563,28.613173815557534,77.22485066495899,4.820484358314292,:cluster_1870091900_6689054519_5,1
1744175323.193481,truck126,28.612732231213,77.24270579939865,19.914924203756282,28103660#0,1
1744175323.193481,veh73,28.622637821296436,77.22544451186003,0.0,579781482#2,9
1744175323.193481,veh493,28.60195759054411,77.21542290928292,26.35251083719025,37222899#0,3
1744175323.193481,truck496,28.613975162170394,77.21848287856115,11.712146309893335,709276135#0,2
1744175323.193481,veh243,28.626489195464075,77.20717295575388,5.384880420351041,717907807#1,8
1744175323.193481,veh596,28.611190725235907,77.19951281246286,8.837952236197404,708488754#4,1
1744175323.193481,truck261,28.60524155916633,77.235500707604,0.0,44831985#5,14
1744175323.193481,veh600,28.62127411178585,77.21654602195602,4.95180319117697,24583339#0,21
1744175323.193481,veh751,28.61609487071039,77.23081157219289,25.876086605220298,:3217361693_2,2
1744175323.193481,truck427,28.590501624375424,77.22381011987957,8.997885313959031,:cluster_1870091846_436900031_6716233251_6716233258_7,2
1744175323.193481,veh748,28.602814453248474,77.23690503625046,32.241201211227214,570859682#0,1
1744175323.193481,veh522,28.626590817445514,77.20569109980669,3.220543624268489,447141151#7,9
1744175323.193481,veh572,28.623825026662985,77.21216602079227,14.200002552243818,994825990#0,2
1744175323.193481,veh491,28.590186975578174,77.25569876185828,11.5172294309456,696811929#0,1
1744175323.193481,veh223,28.589429659698602,77.25769153508841,13.405646119645569,202678196#1,2
1744175323.193481,veh416,28.593364441196588,77.18180649126838,10.134530328018963,44351926#0,1
1744175323.193481,veh869,28.60041090289422,77.22120464978683,25.40567135212191,664985710#5,1
1744175323.193481,veh922,28.624869998867542,77.23194308875442,13.281255948788196,656933877#0,3
1744175323.193481,veh205,28.622607947121764,77.21406540395314,25.255687521422715,24583335#0,2
1744175323.193481,veh148,28.598054328449596,77.20274593841144,31.939673681019045,708474899#4,1
1744175323.193481,truck30,28.627985620047532,77.20914466151095,0.6779199438345749,24583332#11,14
1744175323.193481,veh389,28.616972718141465,77.21279012320498,0.13558060441904923,1327208476#0,2
1744175323.193481,veh785,28.620386373548218,77.22004304179923,0.37426976866309136,-998790356#8,5
1744175323.193481,truck521,28.597941415461808,77.21926016973079,0.0,710522945#2,3
1744175323.193481,veh513,28.601991057217944,77.23103353014464,0.0,1187268480#1-AddedOnRampEdge,20
1744175323.193481,truck43,28.605692660530572,77.23524321637107,0.0,44831985#4-AddedOffRampEdge,11
1744175323.193481,truck477,28.60395379736854,77.21202166621818,13.81959934153561,37222899#0,3
1744175323.193481,veh102,28.622697179428407,77.22540767265501,0.0,579781482#2,9
1744175323.193481,veh512,28.611526373544024,77.22765803606936,0.0,680551207,9
1744175323.193481,veh825,28.601258086051025,77.21658476658106,24.61647562910471,37222899#3,2
1744175323.193481,truck428,28.610203240501345,77.23287487885636,12.530519042868951,:1309626359_3,1
1744175323.193481,veh333,28.620103549610803,77.21816876946362,11.677252435767599,370545701#0,4
1744175323.193481,truck295,28.6076971593217,77.21831815851172,7.59369852304299,:267197888_0,1
1744175323.193481,veh887,28.608615614278797,77.21813517922844,20.35394612773045,24577383#0,3
1744175323.193481,veh420,28.592772498223336,77.23965073473822,10.770367914396777,24563348#10,3
1744175323.193481,veh888,28.594795053389056,77.22345101737184,24.251059071973657,1187268499#4,3
1744175323.193481,truck356,28.630805354269302,77.22048694479717,13.126753830601725,23133600#0,1
1744175323.193481,veh499,28.589403731582387,77.25121976738305,12.755255911746161,739750546#1,1
1744175323.193481,truck529,28.62318174142087,77.20634127326679,21.475742272401977,24584377#1,2
1744175323.193481,veh379,28.611857539746786,77.22760982479224,0.0234604326660731,23134098#0,10
1744175323.193481,veh839,28.58807640547828,77.24905973493036,0.0,-1236567729,1
1744175323.193481,veh807,28.601899507643274,77.23008338650551,8.21984043849154,732001895#0,3
1744175323.193481,truck246,28.614950068563935,77.22820260782353,0.0009057246058148856,706970966#0,10
1744175323.193481,truck576,28.60440755436772,77.25362340042392,26.70133313787069,70258948#0,6
1744175323.193481,veh410,28.630453819122224,77.21456719046566,24.17637148038257,24583332#3,3
1744175323.193481,truck334,28.630809648259703,77.25208363350536,20.886001719599793,28103851#0,1
1744175323.193481,truck393,28.59794051590555,77.18883625208325,20.83513348474234,44351575#0,3
1744175323.193481,motorcycle228,28.600414845360895,77.22841545585302,0.0,732001908#0,3
1744175323.193481,veh877,28.625137344388257,77.2403758778042,5.880055058700963,:cluster_308719791_939086478_939091050_939091191_18,1
1744175323.193481,veh502,28.606934676274292,77.23964101494221,18.186784285870942,23151254#0,1
1744175323.193481,veh520,28.61221691507058,77.22762758488399,3.2908764020762766,23134098#0,10
1744175323.193481,veh842,28.598258472120005,77.21922245466014,2.007142720590874,664985709#6,1
1744175323.193481,truck435,28.596079118989653,77.19810185112699,8.302371214180715,:6655403219_1,1
1744175323.193481,veh200,28.61945852337479,77.2192332569346,14.942325059673745,23134734#3,1
1744175323.193481,veh727,28.593242408805725,77.23363496303226,23.42748394614729,77355810#3,1
1744175323.193481,truck280,28.62198605652812,77.19786735580873,5.496337476096005,:9843880928_10,1
1744175323.193481,truck581,28.603226211614505,77.22367073562803,9.239483675537352,604050032,1
1744175323.193481,truck398,28.600606582943566,77.22401919461134,7.663854642407954,:3746139176_3,1
